题目1: (82.0-81.0)×20.0=
题目7306: 22.0+58.0÷17.0=
题目7307: 76.0×75.0+37.0=
题目7308: 38.0×84.0=
题目7309: 72.0+94.0=
题目7310: 54.0+55.0=
题目7311: 30.0×25.0=
题目7312: 98.0÷8.0=
题目7313: 98.0÷45.0÷39.0=
题目7314: 35.0÷54.0=
题目7315: 9.0+97.0×53.0+42.0=
题目7316: 90.0×51.0+25.0=
题目7317: 23.0+94.0×84.0=
题目7318: 51.0+44.0÷34.0=
题目7319: 99.0×36.0×49.0=
题目7320: 1.0×44.0=
题目7321: 24.0+34.0÷40.0×39.0=
题目7322: 76.0÷91.0=
题目7323: 48.0÷48.0=
题目7324: 41.0+10.0+75.0=
题目7325: 97.0+37.0×88.0=
题目7326: 46.0×20.0×80.0=
题目7327: 3.0+100.0-29.0=
题目7328: 16.0×47.0=
题目7329: 77.0-16.0=
题目7330: 15.0-13.0=
题目7331: 95.0÷58.0+34.0=
题目7332: 2.0×93.0=
题目7333: 10.0÷72.0÷69.0=
题目7334: (97.0-30.0)÷87.0=
题目7335: (89.0-48.0)×73.0=
题目7336: 90.0×45.0=
题目7337: 57.0×60.0=
题目7338: 39.0+7.0=
题目7339: 79.0÷35.0=
题目7340: 91.0×72.0=
题目7341: 82.0+15.0÷62.0×69.0=
题目7342: 46.0×65.0+46.0=
题目7343: 58.0-19.0=
题目7344: 11.0+39.0÷24.0×33.0=
题目7345: 65.0+100.0+99.0=
题目7346: 52.0÷40.0=
题目7347: 51.0÷46.0÷94.0=
题目7348: 89.0×29.0÷52.0=
题目7349: 98.0×39.0+42.0=
题目7350: 20.0÷97.0+79.0=
题目7351: 100.0×19.0×13.0=
题目7352: 16.0÷38.0=
题目7353: 51.0-29.0+69.0=
题目7354: 72.0÷81.0=
题目7355: 27.0+82.0=
题目7356: 49.0-11.0=
题目7357: 83.0-41.0=
题目7358: 58.0÷43.0=
题目7359: 43.0×24.0=
题目7360: 24.0×66.0×47.0=
题目7361: 41.0-34.0=
题目7362: 30.0×43.0=
题目7363: 38.0+4.0×66.0=
题目7364: 36.0+33.0=
题目7365: 97.0+19.0=
题目7366: 50.0×21.0×14.0=
题目7367: 31.0+67.0=
题目7368: 51.0÷54.0=
题目7369: 77.0÷7.0+83.0=
题目7370: 12.0×95.0=
题目7371: 22.0÷86.0=
题目7372: 47.0×68.0=
题目7373: 59.0×39.0=
题目7374: 10.0×71.0=
题目7375: 99.0+10.0÷51.0=
题目7376: 3.0×73.0÷63.0=
题目7377: (98.0-81.0)×32.0=
题目7378: 24.0×22.0=
题目7379: 49.0÷87.0=
题目7380: 25.0×20.0=
题目7381: 6.0×86.0×9.0=
题目7382: 13.0+10.0-69.0+66.0=
题目7383: 73.0-19.0=
题目7384: 80.0+11.0÷77.0×56.0=
题目7385: 62.0×67.0=
题目7386: 3.0÷85.0+52.0=
题目7387: 78.0-65.0=
题目7388: 45.0+95.0×28.0=
题目7389: 76.0×70.0×25.0=
题目7390: 67.0-37.0=
题目7391: 89.0+64.0-69.0=
题目7392: 11.0×78.0÷14.0=
题目7393: 49.0÷7.0=
题目7394: 29.0-3.0=
题目7395: 53.0+62.0-16.0=
题目7396: 64.0÷35.0÷11.0=
题目7397: 61.0÷86.0=
题目7398: 12.0+48.0×51.0=
题目7399: 49.0×22.0=
题目7400: 38.0-27.0=
题目7401: 83.0-75.0=
题目7402: 13.0+95.0÷95.0=
题目7403: 34.0÷82.0+94.0=
题目7404: 11.0+14.0=
题目7405: 41.0+60.0=
题目7406: 79.0-18.0+94.0=
题目7407: 32.0÷82.0×73.0=
题目7408: 12.0-8.0=
题目7409: 74.0÷8.0=
题目7410: 90.0×31.0=
题目7411: 3.0×33.0÷55.0=
题目7412: 55.0+18.0=
题目7413: 65.0÷13.0=
题目7414: 77.0÷96.0+6.0=
题目7415: 74.0+8.0÷65.0=
题目7416: 53.0+75.0+5.0=
题目7417: 1.0÷48.0=
题目7418: 59.0-5.0=
题目7419: 74.0+6.0=
题目7420: 35.0÷61.0×71.0=
题目7421: 64.0-31.0=
题目7422: (93.0-26.0)×59.0=
题目7423: 19.0+52.0=
题目7424: 79.0×6.0=
题目7425: 27.0÷91.0÷72.0=
题目7426: 59.0÷77.0=
题目7427: 91.0×65.0+36.0=
题目7428: 95.0-21.0+4.0=
题目7429: 89.0÷55.0=
题目7430: 5.0+3.0=
题目7431: (84.0-14.0)÷66.0=
题目7432: 25.0-15.0-3.0=
题目7433: 92.0+34.0÷15.0=
题目7434: 76.0-50.0=
题目7435: 56.0÷40.0÷16.0=
题目7436: 85.0÷16.0=
题目7437: 66.0×55.0×61.0=
题目7438: 32.0÷24.0=
题目7439: 79.0×47.0+18.0=
题目7440: 41.0+94.0=
题目7441: 55.0÷48.0×53.0=
题目7442: 74.0+53.0=
题目7443: 55.0-83.0+82.0=
题目7444: 77.0+40.0=
题目7445: 44.0÷30.0+63.0=
题目7446: 61.0-31.0=
题目7447: 82.0÷37.0×4.0=
题目7448: 83.0+6.0×11.0=
题目7449: 37.0×20.0=
题目7450: 57.0×67.0+91.0=
题目7451: 21.0×8.0×40.0=
题目7452: 73.0+39.0+28.0=
题目7453: 19.0×45.0=
题目7454: 58.0+19.0=
题目7455: 61.0×59.0=
题目7456: 53.0+46.0=
题目7457: 82.0÷74.0=
题目7458: 91.0÷17.0÷33.0=
题目7459: 87.0-41.0=
题目7460: 17.0-16.0=
题目7461: 69.0÷31.0=
题目7462: 64.0+90.0+21.0=
题目7463: 67.0÷3.0=
题目7464: 34.0-58.0+61.0=
题目7465: 53.0×83.0÷7.0=
题目7466: 32.0×38.0+14.0=
题目7467: 2.0×79.0+79.0=
题目7468: (9.0-6.0)×87.0=
题目7469: 71.0÷9.0÷95.0=
题目7470: 70.0÷100.0=
题目7471: 53.0+21.0=
题目7472: 9.0÷55.0×89.0=
题目7473: 8.0+89.0×50.0=
题目7474: 32.0÷61.0×41.0=
题目7475: 8.0+100.0+29.0+2.0=
题目7476: 14.0×93.0×24.0=
题目7477: 4.0+49.0=
题目7478: 54.0×66.0+26.0=
题目7479: 95.0-21.0=
题目7480: 64.0+96.0=
题目7481: 22.0×23.0=
题目7482: 29.0-22.0=
题目7483: 4.0÷59.0=
题目7484: 76.0÷28.0=
题目7485: (48.0-1.0)×93.0=
题目7486: 17.0×16.0=
题目7487: 66.0×63.0+92.0=
题目7488: (93.0-13.0)×58.0=
题目7489: 89.0+3.0=
题目7490: 61.0×87.0+8.0=
题目7491: 4.0÷79.0÷32.0=
题目7492: 87.0÷73.0×64.0=
题目7493: 39.0÷26.0=
题目7494: 34.0÷91.0÷85.0=
题目7495: (93.0-66.0)÷94.0=
题目7496: 41.0×90.0=
题目7497: 79.0-23.0=
题目7498: 40.0-3.0=
题目7499: 74.0÷33.0=
题目7500: 67.0+67.0=
题目7501: 25.0+70.0+56.0=
题目7502: 97.0÷10.0=
题目7503: 50.0×27.0+41.0=
题目7504: 89.0×57.0+30.0=
题目7505: 18.0÷96.0=
题目7506: 96.0×87.0=
题目7507: 100.0×15.0=
题目7508: 32.0+50.0=
题目7509: (13.0-7.0)×90.0=
题目7510: 18.0×100.0=
题目7511: 40.0+65.0×68.0+17.0=
题目7512: 15.0-47.0+80.0=
题目7513: 66.0+63.0=
题目7514: 30.0÷46.0+66.0=
题目7515: 27.0÷3.0=
题目7516: 50.0×66.0=
题目7517: 60.0÷21.0×42.0=
题目7518: 50.0×75.0×2.0=
题目7519: 2.0+65.0=
题目7520: 67.0×92.0÷38.0=
题目7521: (92.0-25.0)×66.0=
题目7522: 89.0+48.0×56.0+50.0=
题目7523: 66.0-49.0=
题目7524: 54.0+97.0=
题目7525: 100.0-29.0=
题目7526: 67.0÷87.0×78.0=
题目7527: 99.0-39.0=
题目7528: 68.0-60.0=
题目7529: 75.0+100.0=
题目7530: 88.0-85.0=
题目7531: (97.0-83.0)×11.0=
题目7532: 46.0-37.0=
题目7533: 43.0÷12.0+57.0=
题目7534: 5.0+64.0×53.0=
题目7535: 73.0÷5.0=
题目7536: 65.0+100.0=
题目7537: 39.0×88.0÷77.0=
题目7538: 44.0+5.0×77.0=
题目7539: 43.0+87.0=
题目7540: 31.0×60.0=
题目7541: 82.0+67.0×34.0+18.0=
题目7542: 45.0÷73.0=
题目7543: 92.0×18.0=
题目7544: 6.0÷67.0÷55.0=
题目7545: 61.0-23.0=
题目7546: 63.0+49.0=
题目7547: 25.0×92.0=
题目7548: 36.0×17.0=
题目7549: 8.0+17.0×25.0=
题目7550: 61.0÷80.0=
题目7551: 67.0+47.0÷65.0=
题目7552: 25.0÷27.0=
题目7553: 15.0+75.0×92.0+68.0=
题目7554: 26.0÷74.0+66.0=
题目7555: 80.0×61.0÷42.0=
题目7556: 55.0×96.0×72.0=
题目7557: 4.0+89.0=
题目7558: 37.0+99.0=
题目7559: 78.0+9.0÷66.0=
题目7560: (99.0-6.0)÷18.0=
题目7561: 100.0×42.0=
题目7562: 92.0÷97.0=
题目7563: 23.0×83.0×24.0=
题目7564: 35.0÷61.0+5.0=
题目7565: 60.0×87.0÷62.0=
题目7566: 49.0-10.0=
题目7567: 21.0×7.0=
题目7568: 10.0×11.0=
题目7569: 67.0×89.0=
题目7570: 64.0×100.0=
题目7571: 27.0+58.0=
题目7572: (100.0-14.0)×26.0=
题目7573: 66.0×17.0÷30.0=
题目7574: 6.0+7.0×7.0=
题目7575: 21.0+31.0÷7.0=
题目7576: 60.0-10.0=
题目7577: 95.0÷21.0=
题目7578: 46.0×32.0=
题目7579: 70.0+90.0+74.0=
题目7580: (68.0-64.0)×41.0=
题目7581: 24.0÷66.0+30.0=
题目7582: (21.0-20.0)÷37.0=
题目7583: 61.0×52.0+35.0=
题目7584: (14.0-6.0)÷47.0=
题目7585: 96.0÷16.0+37.0=
题目7586: 7.0÷20.0=
题目7587: 43.0÷74.0=
题目7588: 21.0÷55.0=
题目7589: 72.0+5.0-60.0=
题目7590: 37.0÷50.0=
题目7591: 93.0-37.0+82.0=
题目7592: (81.0-22.0)÷100.0=
题目7593: 48.0×17.0=
题目7594: 88.0÷17.0=
题目7595: 39.0×17.0+28.0=
题目7596: 95.0×59.0×49.0=
题目7597: 13.0÷27.0=
题目7598: 40.0+5.0×44.0=
题目7599: 11.0×84.0÷33.0=
题目7600: 78.0+64.0=
题目7601: 32.0÷83.0=
题目7602: 3.0+100.0=
题目7603: 98.0÷31.0+24.0=
题目7604: (82.0-1.0)÷49.0=
题目7605: (98.0-92.0)×76.0=
题目7606: 81.0+5.0×37.0=
题目7607: (79.0-1.0)÷92.0=
题目7608: 83.0÷39.0=
题目7609: 16.0×12.0=
题目7610: 30.0+18.0=
题目7611: 31.0+19.0=
题目7612: 39.0÷88.0×95.0=
题目7613: 24.0×64.0=
题目7614: 45.0-27.0=
题目7615: 76.0×96.0=
题目7616: 64.0×13.0=
题目7617: (42.0-27.0)÷47.0=
题目7618: 88.0+76.0+3.0=
题目7619: 45.0×79.0=
题目7620: 58.0÷87.0=
题目7621: 25.0×71.0=
题目7622: 55.0×16.0+29.0=
题目7623: 48.0÷52.0×94.0=
题目7624: 84.0×32.0×68.0=
题目7625: 27.0×98.0÷84.0=
题目7626: 89.0+12.0=
题目7627: 96.0-80.0=
题目7628: 82.0+28.0×97.0=
题目7629: 25.0÷77.0=
题目7630: 72.0÷70.0=
题目7631: 74.0+9.0÷33.0-65.0=
题目7632: (88.0-31.0)×45.0=
题目7633: (81.0-41.0)÷12.0=
题目7634: 95.0÷48.0×91.0=
题目7635: 60.0÷80.0=
题目7636: 25.0+29.0-32.0=
题目7637: 8.0÷94.0=
题目7638: 68.0-34.0=
题目7639: 25.0÷46.0=
题目7640: 97.0×64.0=
题目7641: 43.0+74.0-78.0+27.0=
题目7642: 100.0+55.0-16.0=
题目7643: 10.0÷25.0+56.0=
题目7644: 78.0×75.0=
题目7645: 93.0+27.0=
题目7646: 46.0-16.0=
题目7647: 19.0+72.0-59.0=
题目7648: 14.0×91.0×94.0=
题目7649: 21.0÷29.0×13.0=
题目7650: 54.0+43.0=
题目7651: 34.0+60.0=
题目7652: 91.0-74.0=
题目7653: (67.0-64.0)×88.0=
题目7654: 46.0÷54.0=
题目7655: 87.0÷75.0=
题目7656: 32.0+80.0=
题目7657: 30.0×56.0×62.0=
题目7658: 12.0÷95.0=
题目7659: 24.0÷60.0=
题目7660: 11.0×5.0=
题目7661: 10.0+55.0=
题目7662: 81.0+70.0÷50.0=
题目7663: 43.0÷16.0×47.0=
题目7664: 32.0+72.0=
题目7665: 78.0+27.0+82.0=
题目7666: 84.0-7.0=
题目7667: 49.0÷15.0=
题目7668: 27.0+36.0-19.0=
题目7669: 48.0+52.0=
题目7670: 86.0×90.0=
题目7671: 28.0-11.0=
题目7672: 98.0-8.0=
题目7673: (56.0-1.0)×59.0=
题目7674: 21.0÷17.0=
题目7675: 20.0÷40.0=
题目7676: 75.0-7.0=
题目7677: 12.0÷93.0×51.0=
题目7678: 2.0+37.0=
题目7679: 31.0×44.0×54.0=
题目7680: 23.0-1.0=
题目7681: 93.0+67.0=
题目7682: (23.0-1.0)×51.0=
题目7683: 90.0-10.0+11.0=
题目7684: 31.0×33.0=
题目7685: 47.0×76.0=
题目7686: (100.0-64.0)×46.0=
题目7687: 35.0×61.0+80.0=
题目7688: (84.0-30.0)×32.0=
题目7689: 28.0÷14.0÷32.0=
题目7690: 42.0÷11.0÷21.0=
题目7691: 14.0÷13.0=
题目7692: (73.0-9.0)×14.0=
题目7693: 7.0+24.0+9.0+36.0=
题目7694: (84.0-51.0)÷88.0=
题目7695: 46.0×74.0=
题目7696: 87.0×98.0+64.0=
题目7697: 68.0×71.0+24.0=
题目7698: 92.0×41.0×31.0=
题目7699: 78.0+46.0=
题目7700: 82.0+32.0+2.0+23.0=
题目7701: 77.0+33.0=
题目7702: 72.0÷11.0=
题目7703: 27.0+47.0+29.0=
题目7704: 15.0+51.0=
题目7705: 93.0÷10.0=
题目7706: 84.0×88.0=
题目7707: 34.0×81.0=
题目7708: 44.0+75.0+33.0=
题目7709: 32.0÷75.0=
题目7710: (90.0-14.0)×63.0=
题目7711: (70.0-16.0)÷56.0=
题目7712: 13.0+12.0=
题目7713: 55.0×38.0+16.0=
题目7714: (78.0-32.0)÷20.0=
题目7715: 2.0÷81.0+7.0=
题目7716: 97.0÷34.0=
题目7717: 98.0+91.0÷77.0=
题目7718: 40.0-88.0+68.0=
题目7719: 100.0-43.0=
题目7720: 19.0+11.0=
题目7721: 52.0+17.0-53.0=
题目7722: 70.0-10.0=
题目7723: 70.0÷42.0=
题目7724: 46.0÷98.0=
题目7725: 94.0÷41.0+93.0=
题目7726: 64.0×73.0=
题目7727: 33.0+7.0=
题目7728: 10.0+66.0÷50.0=
题目7729: 95.0÷78.0=
题目7730: 61.0+30.0+82.0=
题目7731: 49.0-17.0=
题目7732: 83.0+75.0=
题目7733: 70.0+2.0×28.0+55.0=
题目7734: 7.0÷59.0=
题目7735: 41.0÷97.0=
题目7736: 74.0-29.0=
题目7737: 39.0×25.0=
题目7738: 96.0÷76.0=
题目7739: 90.0×6.0=
题目7740: 5.0×68.0×66.0=
题目7741: 3.0+95.0-61.0=
题目7742: 46.0-43.0=
题目7743: 31.0-1.0=
题目7744: 33.0-32.0=
题目7745: 62.0×56.0÷78.0=
题目7746: 54.0÷94.0=
题目7747: 28.0÷15.0=
题目7748: 76.0×2.0+37.0=
题目7749: 53.0-35.0=
题目7750: 96.0-25.0+54.0=
题目7751: 59.0-9.0=
题目7752: 77.0×71.0=
题目7753: 90.0+40.0=
题目7754: (6.0-4.0)×20.0=
题目7755: 60.0+93.0÷66.0=
题目7756: (63.0-51.0)÷3.0=
题目7757: 84.0-65.0=
题目7758: 94.0+99.0=
题目7759: 6.0÷47.0=
题目7760: 100.0-29.0=
题目7761: 65.0+31.0=
题目7762: 56.0-5.0+35.0=
题目7763: 52.0-13.0=
题目7764: 3.0×37.0=
题目7765: 100.0+4.0=
题目7766: 19.0×47.0=
题目7767: 65.0+58.0=
题目7768: (41.0-40.0)÷38.0=
题目7769: 93.0-53.0=
题目7770: 39.0+55.0=
题目7771: 25.0÷54.0=
题目7772: 51.0×60.0=
题目7773: 30.0÷71.0×99.0=
题目7774: 38.0×71.0=
题目7775: 59.0×35.0+16.0=
题目7776: 74.0×71.0=
题目7777: 36.0+26.0-34.0=
题目7778: 12.0×40.0+32.0=
题目7779: 14.0+21.0=
题目7780: 7.0+41.0-54.0+89.0=
题目7781: 96.0×58.0+49.0=
题目7782: 87.0×71.0×67.0=
题目7783: 58.0÷74.0÷5.0=
题目7784: 85.0×11.0÷79.0=
题目7785: 56.0+16.0=
题目7786: 86.0+37.0÷64.0+76.0=
题目7787: 68.0÷73.0÷34.0=
题目7788: 68.0+15.0÷34.0=
题目7789: 71.0÷45.0=
题目7790: 78.0-47.0=
题目7791: (48.0-14.0)÷48.0=
题目7792: 96.0-46.0=
题目7793: 13.0×28.0=
题目7794: 89.0÷76.0=
题目7795: 74.0+30.0=
题目7796: 46.0-2.0=
题目7797: 56.0×56.0=
题目7798: 5.0÷50.0=
题目7799: 7.0×87.0÷40.0=
题目7800: 71.0÷50.0=
题目7801: 74.0+64.0=
题目7802: 19.0×13.0+4.0=
题目7803: 84.0-64.0=
题目7804: 86.0+55.0=
题目7805: 95.0×15.0+41.0=
题目7806: 68.0+36.0÷29.0×61.0=
题目7807: 99.0÷89.0=
题目7808: 4.0+78.0-54.0=
题目7809: 20.0÷94.0=
题目7810: 21.0÷44.0÷59.0=
题目7811: 12.0×95.0=
题目7812: 60.0+50.0÷49.0=
题目7813: 65.0÷14.0÷15.0=
题目7814: 49.0×45.0=
题目7815: 36.0+34.0÷47.0=
题目7816: 74.0-17.0=
题目7817: 72.0÷75.0=
题目7818: 60.0+95.0+97.0=
题目7819: 67.0-2.0+47.0=
题目7820: 12.0×56.0+27.0=
题目7821: (33.0-29.0)÷70.0=
题目7822: 49.0×21.0+18.0=
题目7823: 26.0×49.0×79.0=
题目7824: 67.0-56.0=
题目7825: 37.0÷87.0×67.0=
题目7826: 65.0×37.0=
题目7827: 32.0+7.0=
题目7828: 1.0÷77.0=
题目7829: 30.0+68.0÷33.0=
题目7830: 71.0÷68.0×1.0=
题目7831: 34.0+42.0=
题目7832: 77.0+44.0+89.0+98.0=
题目7833: 60.0×27.0×46.0=
题目7834: 34.0+17.0=
题目7835: 16.0×25.0=
题目7836: 79.0-60.0=
题目7837: 68.0÷10.0+9.0=
题目7838: 73.0+85.0=
题目7839: 4.0÷41.0=
题目7840: 70.0+88.0-9.0=
题目7841: 95.0+4.0=
题目7842: 10.0+54.0=
题目7843: 56.0×56.0+2.0=
题目7844: 28.0×21.0=
题目7845: 35.0+45.0=
题目7846: 24.0÷57.0=
题目7847: 2.0÷88.0+12.0=
题目7848: 14.0-5.0=
题目7849: 20.0-17.0+98.0=
题目7850: 83.0×72.0=
题目7851: 39.0+41.0=
题目7852: 95.0-50.0=
题目7853: 79.0+84.0-53.0+52.0=
题目7854: (62.0-11.0)×98.0=
题目7855: 62.0+69.0=
题目7856: 45.0×19.0÷88.0=
题目7857: 54.0÷51.0=
题目7858: 67.0×42.0=
题目7859: 61.0÷43.0=
题目7860: 82.0÷32.0×44.0=
题目7861: 11.0×14.0=
题目7862: 12.0+100.0=
题目7863: 97.0×79.0+45.0=
题目7864: 13.0+54.0=
题目7865: 22.0÷94.0=
题目7866: 17.0×46.0=
题目7867: 24.0+85.0÷92.0=
题目7868: 36.0-20.0+60.0=
题目7869: 65.0-60.0=
题目7870: 61.0×39.0=
题目7871: 96.0+16.0-38.0=
题目7872: 80.0+48.0-57.0=
题目7873: 95.0-82.0=
题目7874: 36.0÷26.0+63.0=
题目7875: 27.0+32.0=
题目7876: 74.0-83.0+100.0=
题目7877: 96.0-95.0+28.0=
题目7878: 23.0÷15.0÷16.0=
题目7879: 75.0÷37.0×59.0=
题目7880: 26.0-6.0=
题目7881: 36.0+86.0÷69.0=
题目7882: 41.0-40.0=
题目7883: 52.0+54.0+55.0=
题目7884: 3.0÷63.0=
题目7885: 88.0-77.0=
题目7886: 43.0-5.0=
题目7887: 51.0+28.0÷74.0=
题目7888: 94.0+4.0÷27.0+73.0=
题目7889: 40.0+80.0×95.0=
题目7890: 75.0+29.0-62.0=
题目7891: 61.0÷62.0÷4.0=
题目7892: 22.0×76.0=
题目7893: 15.0+56.0=
题目7894: 23.0-5.0=
题目7895: 15.0+35.0=
题目7896: 96.0+74.0×82.0=
题目7897: 2.0+89.0×21.0=
题目7898: 12.0+24.0+78.0=
题目7899: 26.0÷65.0=
题目7900: 3.0÷48.0=
题目7901: 47.0÷14.0=
题目7902: 40.0+43.0-2.0=
题目7903: 41.0÷21.0÷20.0=
题目7904: 17.0-9.0+29.0=
题目7905: 74.0+19.0×95.0=
题目7906: 75.0÷1.0÷23.0=
题目7907: 45.0×41.0=
题目7908: 53.0-6.0=
题目7909: 25.0÷59.0=
题目7910: 94.0×22.0=
题目7911: 55.0+13.0÷67.0=
题目7912: 56.0÷40.0=
题目7913: 84.0÷26.0=
题目7914: 72.0÷54.0=
题目7915: 86.0+4.0+57.0=
题目7916: 82.0×99.0=
题目7917: 41.0÷43.0×8.0=
题目7918: 35.0-26.0=
题目7919: 56.0+57.0=
题目7920: 14.0+22.0+97.0=
题目7921: 2.0×97.0=
题目7922: 40.0+57.0-96.0+10.0=
题目7923: 40.0÷53.0=
题目7924: 90.0×88.0÷52.0=
题目7925: 68.0-49.0=
题目7926: 40.0÷54.0+6.0=
题目7927: 27.0÷38.0+92.0=
题目7928: 48.0÷90.0=
题目7929: 48.0×76.0+98.0=
题目7930: 21.0+37.0=
题目7931: 100.0÷26.0=
题目7932: 97.0×77.0=
题目7933: 97.0-49.0=
题目7934: 88.0+45.0=
题目7935: 38.0+34.0=
题目7936: (66.0-47.0)÷71.0=
题目7937: 4.0+9.0+32.0=
题目7938: 44.0-55.0+54.0=
题目7939: 80.0×32.0=
题目7940: 78.0-50.0+34.0=
题目7941: (25.0-20.0)×12.0=
题目7942: (35.0-8.0)÷88.0=
题目7943: 43.0×37.0÷30.0=
题目7944: 92.0+15.0+41.0=
题目7945: 26.0÷5.0=
题目7946: 85.0×73.0×97.0=
题目7947: (89.0-29.0)×14.0=
题目7948: 95.0÷65.0÷69.0=
题目7949: 17.0+9.0=
题目7950: 30.0×96.0=
题目7951: 62.0-28.0=
题目7952: 19.0÷98.0×62.0=
题目7953: 68.0+65.0÷19.0=
题目7954: 80.0×57.0=
题目7955: 40.0×94.0+15.0=
题目7956: 32.0÷48.0+90.0=
题目7957: 6.0÷53.0÷41.0=
题目7958: 54.0+52.0=
题目7959: 22.0÷36.0+47.0=
题目7960: 24.0÷41.0=
题目7961: 78.0+36.0-28.0=
题目7962: 21.0+16.0=
题目7963: 51.0÷3.0×98.0=
题目7964: (29.0-5.0)×32.0=
题目7965: 38.0-16.0=
题目7966: 35.0÷35.0÷17.0=
题目7967: 99.0+60.0÷53.0-62.0=
题目7968: 48.0+9.0-30.0=
题目7969: 1.0+37.0=
题目7970: 8.0×10.0=
题目7971: 30.0÷23.0×15.0=
题目7972: 80.0÷25.0÷69.0=
题目7973: (100.0-41.0)÷22.0=
题目7974: 84.0×26.0×5.0=
题目7975: (99.0-48.0)÷61.0=
题目7976: 21.0×15.0×64.0=
题目7977: 45.0-42.0=
题目7978: 89.0-69.0=
题目7979: 87.0-50.0=
题目7980: 4.0÷75.0+42.0=
题目7981: 69.0×55.0+59.0=
题目7982: 55.0+12.0=
题目7983: (53.0-12.0)÷4.0=
题目7984: 95.0×84.0+19.0=
题目7985: 32.0×57.0=
题目7986: 84.0×10.0+67.0=
题目7987: 73.0+91.0=
题目7988: 48.0-9.0+36.0=
题目7989: 16.0+6.0=
题目7990: 94.0×33.0=
题目7991: 45.0+18.0=
题目7992: 62.0×12.0+13.0=
题目7993: 74.0+98.0+40.0=
题目7994: 75.0+79.0+50.0=
题目7995: 94.0÷90.0=
题目7996: 70.0×84.0=
题目7997: 24.0÷87.0=
题目7998: 27.0×32.0+83.0=
题目7999: 73.0+88.0+21.0=
题目8000: 9.0×30.0=
题目8001: 95.0×96.0+3.0=
题目8002: 17.0×31.0=
题目8003: 57.0+72.0=
题目8004: 9.0+39.0=
题目8005: 98.0×17.0+25.0=
题目8006: 90.0+65.0+31.0=
题目8007: 94.0×78.0+18.0=
题目8008: 12.0÷61.0=
题目8009: 38.0×31.0+61.0=
题目8010: 1.0+73.0=
题目8011: 14.0×17.0×32.0=
题目8012: 58.0×4.0+43.0=
题目8013: 37.0×100.0=
题目8014: 21.0-18.0=
题目8015: 94.0+20.0×51.0=
题目8016: 84.0÷40.0×15.0=
题目8017: 68.0÷85.0+56.0=
题目8018: 16.0×3.0=
题目8019: 50.0÷11.0=
题目8020: 23.0÷5.0=
题目8021: (48.0-23.0)×100.0=
题目8022: 94.0-35.0=
题目8023: (87.0-41.0)×47.0=
题目8024: 27.0-10.0=
题目8025: 87.0×2.0=
题目8026: (99.0-23.0)÷87.0=
题目8027: 76.0×90.0+17.0=
题目8028: 12.0+63.0÷39.0+12.0=
题目8029: (43.0-30.0)÷17.0=
题目8030: 51.0÷12.0=
题目8031: 31.0-1.0+13.0=
题目8032: 80.0÷67.0=
题目8033: 26.0÷85.0=
题目8034: 92.0-37.0+1.0=
题目8035: (90.0-65.0)×1.0=
题目8036: 97.0÷18.0×2.0=
题目8037: 63.0-43.0-2.0=
题目8038: 37.0×91.0=
题目8039: 79.0-32.0=
题目8040: 85.0-73.0+3.0=
题目8041: 63.0+51.0=
题目8042: 51.0-16.0=
题目8043: 32.0+14.0+53.0=
题目8044: 24.0-8.0=
题目8045: 20.0+15.0×72.0=
题目8046: 85.0+53.0=
题目8047: 91.0+54.0=
题目8048: 17.0-6.0=
题目8049: 62.0×22.0=
题目8050: 72.0×73.0=
题目8051: 64.0×17.0=
题目8052: 97.0+20.0+35.0+88.0=
题目8053: 13.0+71.0=
题目8054: 89.0÷50.0×33.0=
题目8055: 74.0-55.0=
题目8056: 19.0+5.0+89.0+37.0=
题目8057: 16.0+79.0=
题目8058: 95.0+43.0÷25.0=
题目8059: 52.0×73.0=
题目8060: 14.0÷6.0+28.0=
题目8061: 46.0-7.0=
题目8062: 81.0+42.0-66.0=
题目8063: 69.0÷27.0+19.0=
题目8064: 97.0×11.0×91.0=
题目8065: 98.0÷54.0=
题目8066: 97.0+1.0+30.0=
题目8067: 84.0+9.0=
题目8068: 5.0+94.0=
题目8069: 8.0×88.0÷42.0=
题目8070: 12.0×47.0=
题目8071: 97.0-24.0=
题目8072: 51.0+92.0-27.0=
题目8073: 45.0+62.0×65.0=
题目8074: 24.0×9.0=
题目8075: 33.0÷56.0×97.0=
题目8076: 95.0-11.0=
题目8077: 80.0÷83.0×91.0=
题目8078: 58.0÷62.0=
题目8079: 19.0×5.0=
题目8080: 23.0×68.0÷49.0=
题目8081: 21.0+9.0×38.0+10.0=
题目8082: 89.0-84.0=
题目8083: 90.0÷71.0=
题目8084: 61.0×96.0=
题目8085: 68.0-63.0=
题目8086: 15.0+2.0=
题目8087: 85.0÷60.0=
题目8088: 20.0+48.0-2.0=
题目8089: 47.0-30.0=
题目8090: 72.0÷24.0=
题目8091: 46.0+93.0÷63.0=
题目8092: 45.0+17.0÷74.0=
题目8093: 22.0×72.0=
题目8094: 88.0-34.0=
题目8095: 2.0+40.0×69.0=
题目8096: 5.0×58.0×82.0=
题目8097: 80.0-68.0=
题目8098: 17.0÷4.0=
题目8099: 88.0×6.0=
题目8100: 24.0+74.0÷13.0=
题目8101: 73.0÷100.0+52.0=
题目8102: 34.0÷58.0=
题目8103: 8.0×53.0+77.0=
题目8104: 55.0×28.0=
